round,alive_nodes,node_id,remaining_energy_j
6,100,81,1.997346
6,100,82,1.994979
6,100,83,1.988664
6,100,84,1.988297
6,100,85,1.980319
6,100,86,1.98063
6,100,87,1.996946
6,100,88,1.97913
6,100,89,1.991589
6,100,90,1.979801
6,100,91,1.991461
6,100,92,1.995269
6,100,93,1.989137
6,100,94,1.994655
6,100,95,1.989232
6,100,96,1.984862
6,100,97,1.996491
6,100,98,1.954747
6,100,99,1.975386
7,100,0,1.991217
7,100,1,1.993506
7,100,2,1.97628
7,100,3,1.996421
7,100,4,1.945353
7,100,5,1.995122
7,100,6,1.996219
7,100,7,1.997015
7,100,8,1.986682
7,100,9,1.98218
7,100,10,1.995101
7,100,11,1.903152
7,100,12,1.970487
7,100,13,1.991144
7,100,14,1.979806
7,100,15,1.978637
7,100,16,1.98523
7,100,17,1.992862
7,100,18,1.996251
7,100,19,1.99699
7,100,20,1.971853
7,100,21,1.966624
7,100,22,1.948376
7,100,23,1.992835
7,100,24,1.96848
7,100,25,1.9934
7,100,26,1.957302
7,100,27,1.996367
7,100,28,1.982253
7,100,29,1.979021
7,100,30,1.977632
7,100,31,1.995721
7,100,32,1.977594
7,100,33,1.980647
7,100,34,1.934458
7,100,35,1.87606
7,100,36,1.976526
7,100,37,1.981999
7,100,38,1.989614
7,100,39,1.991929
7,100,40,1.962006
7,100,41,1.935806
7,100,42,1.975797
7,100,43,1.975246
7,100,44,1.985594
7,100,45,1.993627
7,100,46,1.983567
7,100,47,1.992539
7,100,48,1.991071
7,100,49,1.914074
7,100,50,1.96484
7,100,51,1.990337
7,100,52,1.975305
7,100,53,1.967004
7,100,54,1.990411
7,100,55,1.99172
7,100,56,1.974427
7,100,57,1.971374
7,100,58,1.993672
7,100,59,1.966008
7,100,60,1.994957
7,100,61,1.975967
7,100,62,1.99312
7,100,63,1.972349
7,100,64,1.989114
7,100,65,1.992728
7,100,66,1.989465
7,100,67,1.953117
7,100,68,1.994016
7,100,69,1.996391
7,100,70,1.994422
7,100,71,1.994706
7,100,72,1.964088
7,100,73,1.991963
7,100,74,1.994573
7,100,75,1.982709
7,100,76,1.949723
7,100,77,1.993498
7,100,78,1.99425
7,100,79,1.997462
7,100,80,1.995794
7,100,81,1.99691
7,100,82,1.994721
7,100,83,1.988191
7,100,84,1.987958
7,100,85,1.979235
7,100,86,1.97895
7,100,87,1.996737
7,100,88,1.978898
7,100,89,1.991107
7,100,90,1.978149
7,100,91,1.991242
7,100,92,1.994806
7,100,93,1.978033
7,100,94,1.99438
7,100,95,1.988837
7,100,96,1.98461
7,100,97,1.996102
7,100,98,1.954544
7,100,99,1.974557
8,100,0,1.990816
8,100,1,1.993306
8,100,2,1.97382
8,100,3,1.99411
8,100,4,1.94133
8,100,5,1.994621
8,100,6,1.996005
8,100,7,1.996791
8,100,8,1.985649
8,100,9,1.981857
8,100,10,1.994862
8,100,11,1.89467
8,100,12,1.967411
8,100,13,1.990782
8,100,14,1.972081
8,100,15,1.977982
8,100,16,1.984886
8,100,17,1.992477
8,100,18,1.996014
8,100,19,1.989351
8,100,20,1.971481
8,100,21,1.961202
8,100,22,1.947872
8,100,23,1.992519
8,100,24,1.967999
8,100,25,1.992957
8,100,26,1.955432
8,100,27,1.989791
8,100,28,1.981953
8,100,29,1.978621
8,100,30,1.97643
8,100,31,1.995493
8,100,32,1.974196
8,100,33,1.979885
8,100,34,1.927929
8,100,35,1.849874
8,100,36,1.975802
8,100,37,1.981436
8,100,38,1.989124
8,100,39,1.991554
8,100,40,1.961238
8,100,41,1.933056
8,100,42,1.975471
8,100,43,1.973478
8,100,44,1.984124
8,100,45,1.990906
8,100,46,1.983195
8,100,47,1.992187
8,100,48,1.990509
8,100,49,1.906079
